Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,DerbyDatabaseDialectTest,shouldMapDecimalSchemaTypeToDecimalSqlType,Magic Number,The method contains a magic number: 5,54
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,DerbyDatabaseDialectTest,shouldMapDataTypes,Magic Number,The method contains a magic number: 2,60
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,DerbyDatabaseDialectTest,insert,Long Statement,The length of the statement "final String actual=dialect.buildInsertStatement(customers`columns(customers)`columns(customers`"age"`"firstName"`"lastName"));" is 127.,139
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,DerbyDatabaseDialectTest,update,Long Statement,The length of the statement "final String actual=dialect.buildUpdateStatement(customers`columns(customers`"id")`columns(customers`"age"`"firstName"`"lastName"));" is 132.,151
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,DerbyDatabaseDialectTest,upsert,Long Statement,The length of the statement "final String actual=dialect.buildUpsertQueryStatement(actor`columns(actor`"actor_id")`columns(actor`"first_name"`"last_name"`"score"));" is 135.,171
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SapHanaDatabaseDialectTest,shouldMapDecimalSchemaTypeToDecimalSqlType,Magic Number,The method contains a magic number: 3,53
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SapHanaDatabaseDialectTest,shouldMapDecimalSchemaTypeToDecimalSqlType,Magic Number,The method contains a magic number: 4,53
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SapHanaDatabaseDialectTest,shouldMapDecimalSchemaTypeToDecimalSqlType,Magic Number,The method contains a magic number: 5,53
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SapHanaDatabaseDialectTest,upsert,Long Statement,The length of the statement "final String actual=dialect.buildUpsertQueryStatement(tableA`columns(tableA`"col1")`columns(tableA`"col2"`"col3"`"col4"));" is 122.,146
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SapHanaDatabaseDialectTest,shouldSanitizeUrlWithoutCredentialsInProperties,Long Statement,The length of the statement "assertSanitizedUrl("jdbc:sap://something?key1=value1&key2=value2&key3=value3&&other=value"`"jdbc:sap://something?key1=value1&key2=value2&key3=value3&&other=value");" is 164.,158
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SapHanaDatabaseDialectTest,shouldSanitizeUrlWithCredentialsInUrlProperties,Long Statement,The length of the statement "assertSanitizedUrl("jdbc:sap://something?password=secret&key1=value1&key2=value2&key3=value3&" + "user=smith&password=secret&other=value"`"jdbc:sap://something?password=****&key1=value1&key2=value2&key3=value3&" + "user=smith&password=****&other=value");" is 254.,167
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,DatabaseDialect,describeColumns,Long Parameter List,The method has 5 parameters. ,223
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,DatabaseDialect,statementBinder,Long Parameter List,The method has 5 parameters. ,481
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SqliteDatabaseDialect,getSqlType,Complex Method,Cyclomatic complexity of the method is 15,72
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SqliteDatabaseDialect,getSqlType,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@299ec94d,72
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SqliteDatabaseDialect,getSqlType,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@4148d52,72
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,VerticaDatabaseDialect,getSqlType,Complex Method,Cyclomatic complexity of the method is 15,63
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,VerticaDatabaseDialect,getSqlType,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@6da91da6,63
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,VerticaDatabaseDialect,getSqlType,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@459383d5,63
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,isConnectionValid,Magic Number,The method contains a magic number: 4,188
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,createJdbcDriverInfo,Long Statement,The length of the statement "return new JdbcDriverInfo(metadata.getJDBCMajorVersion()`metadata.getJDBCMinorVersion()`metadata.getDriverName()`metadata.getDatabaseProductName()`metadata.getDatabaseProductVersion());" is 185.,232
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,parseTableIdentifier,Magic Number,The method contains a magic number: 3,285
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,parseTableIdentifier,Magic Number,The method contains a magic number: 2,285
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,parseTableIdentifier,Magic Number,The method contains a magic number: 2,285
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,tableIds,Magic Number,The method contains a magic number: 2,313
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,tableIds,Magic Number,The method contains a magic number: 3,313
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,tableExists,Long Statement,The length of the statement "try (final ResultSet rs=connection.getMetaData().getTables(tableId.catalogName()`tableId.schemaName()`tableId.tableName()`tableTypes)){" is 135.,462
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,describeColumns,Complex Method,Cyclomatic complexity of the method is 9,495
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,describeColumns,Long Parameter List,The method has 5 parameters. ,495
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,describeColumns,Magic Number,The method contains a magic number: 2,495
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,describeColumns,Magic Number,The method contains a magic number: 3,495
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,describeColumns,Magic Number,The method contains a magic number: 4,495
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,describeColumns,Magic Number,The method contains a magic number: 5,495
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,describeColumns,Magic Number,The method contains a magic number: 6,495
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,describeColumns,Magic Number,The method contains a magic number: 7,495
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,describeColumns,Magic Number,The method contains a magic number: 9,495
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,describeColumns,Magic Number,The method contains a magic number: 11,495
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,describeColumns,Magic Number,The method contains a magic number: 23,495
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,describeColumns,Magic Number,The method contains a magic number: 23,495
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,describeColumns,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@1a18ee8b,495
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,describeColumn,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@3a469e87,607
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,primaryKeyColumns,Magic Number,The method contains a magic number: 2,666
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,primaryKeyColumns,Magic Number,The method contains a magic number: 3,666
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,primaryKeyColumns,Magic Number,The method contains a magic number: 4,666
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,describeTable,Long Statement,The length of the statement "final Map<ColumnId`ColumnDefinition> columnDefns=describeColumns(connection`tableId.catalogName()`tableId.schemaName()`tableId.tableName()`null);" is 145.,706
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,columnDefinition,Long Parameter List,The method has 16 parameters. ,721
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,columnDefinition,Long Statement,The length of the statement "return new ColumnDefinition(id`jdbcType`typeName`classNameForType`nullability`mutability`precision`scale`signedNumbers != null ? signedNumbers.booleanValue() : false`displaySize != null ? displaySize.intValue() : 0`autoIncremented != null ? autoIncremented.booleanValue() : false`caseSensitive != null ? caseSensitive.booleanValue() : false`searchable != null ? searchable.booleanValue() : false`currency != null ? currency.booleanValue() : false`isPrimaryKey != null ? isPrimaryKey.booleanValue() : false);" is 507.,721
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,addFieldToSchema,Complex Method,Cyclomatic complexity of the method is 56,816
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,addFieldToSchema,Long Parameter List,The method has 5 parameters. ,816
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,addFieldToSchema,Magic Number,The method contains a magic number: 19,816
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,addFieldToSchema,Magic Number,The method contains a magic number: 9,816
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,addFieldToSchema,Magic Number,The method contains a magic number: 4,816
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,addFieldToSchema,Magic Number,The method contains a magic number: 2,816
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,addFieldToSchema,Magic Number,The method contains a magic number: 19,816
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,addFieldToSchema,Magic Number,The method contains a magic number: 9,816
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,addFieldToSchema,Magic Number,The method contains a magic number: 4,816
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,addFieldToSchema,Magic Number,The method contains a magic number: 2,816
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,addFieldToSchema,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@1f27e044,816
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,createColumnConverter,Magic Number,The method contains a magic number: 4,1040
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,columnConverterFor,Complex Method,Cyclomatic complexity of the method is 61,1049
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,columnConverterFor,Magic Number,The method contains a magic number: 19,1049
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,columnConverterFor,Magic Number,The method contains a magic number: 9,1049
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,columnConverterFor,Magic Number,The method contains a magic number: 4,1049
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,columnConverterFor,Magic Number,The method contains a magic number: 2,1049
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,columnConverterFor,Magic Number,The method contains a magic number: 19,1049
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,columnConverterFor,Magic Number,The method contains a magic number: 9,1049
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,columnConverterFor,Magic Number,The method contains a magic number: 4,1049
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,columnConverterFor,Magic Number,The method contains a magic number: 2,1049
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,columnConverterFor,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@46f3555e,1049
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,buildMultiInsertStatement,Long Statement,The length of the statement "final String insertStatement=expressionBuilder().append("INSERT INTO ").append(table).append("(").appendList().delimitedBy("`").transformedBy(ExpressionBuilder.columnNames()).of(keyColumns`nonKeyColumns).append(") VALUES ").toString();" is 235.,1329
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,buildMultiInsertStatement,Long Statement,The length of the statement "final String singleRowPlaceholder=expressionBuilder().append("(").appendMultiple("`"`"?"`keyColumns.size() + nonKeyColumns.size()).append(")").toString();" is 154.,1329
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,buildMultiInsertStatement,Long Statement,The length of the statement "final String allRowsPlaceholder=range(1`records + 1).mapToObj(i -> singleRowPlaceholder).collect(Collectors.joining("`"));" is 122.,1329
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,statementBinder,Long Parameter List,The method has 5 parameters. ,1424
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,maybeBindPrimitive,Complex Method,Cyclomatic complexity of the method is 11,1462
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,maybeBindPrimitive,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@1bc297bd,1462
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,maybeBindLogical,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@15fe90e4,1510
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,formatColumnValue,Complex Method,Cyclomatic complexity of the method is 16,1668
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,formatColumnValue,Long Parameter List,The method has 5 parameters. ,1668
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,formatColumnValue,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@357b77df,1668
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,formatColumnValue,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@697e9d8b,1668
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,GenericDatabaseDialect,getSqlType,Long Statement,The length of the statement "throw new ConnectException(String.format("%s (%s) type doesn't have a mapping to the SQL database column type"`f.schemaName()`f.schemaType()));" is 143.,1729
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SqlServerDatabaseDialect,getSqlType,Complex Method,Cyclomatic complexity of the method is 15,78
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SqlServerDatabaseDialect,getSqlType,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@668e8066,78
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SqlServerDatabaseDialect,getSqlType,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@71645e3,78
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SqlServerDatabaseDialect,buildUpsertQueryStatement,Long Statement,The length of the statement "builder.appendList().delimitedBy("` ").transformedBy(ExpressionBuilder.columnNamesWithPrefix("? AS ")).of(keyColumns`nonKeyColumns);" is 132.,154
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SqlServerDatabaseDialect,buildUpsertQueryStatement,Long Statement,The length of the statement "builder.appendList().delimitedBy("`").transformedBy(ExpressionBuilder.columnNamesWithPrefix("incoming.")).of(nonKeyColumns`keyColumns);" is 135.,154
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SqlServerDatabaseDialect,columnDefinition,Long Parameter List,The method has 16 parameters. ,195
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SqlServerDatabaseDialect,columnDefinition,Long Statement,The length of the statement "return super.columnDefinition(resultSet`id`jdbcType`typeName`classNameForType`nullability`mutability`precision`scale`signedNumbers`displaySize`autoIncremented`caseSensitive`searchable`currency`isPrimaryKey);" is 207.,195
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SqlServerDatabaseDialect,columnDefinition,Magic Number,The method contains a magic number: 22,195
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SqlServerDatabaseDialect,sanitizedUrl,Long Statement,The length of the statement "return super.sanitizedUrl(url).replaceAll("(?i)(;password=)[^;]*"`"$1****").replaceAll("(?i)(;keyStoreSecret=)[^;]*"`"$1****").replaceAll("(?i)(;gsscredential=)[^;]*"`"$1****");" is 177.,259
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,OracleDatabaseDialect,getSqlType,Complex Method,Cyclomatic complexity of the method is 15,75
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,OracleDatabaseDialect,getSqlType,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@69bd1f51,75
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,OracleDatabaseDialect,getSqlType,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@74325528,75
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,OracleDatabaseDialect,buildUpsertQueryStatement,Long Statement,The length of the statement "builder.appendList().delimitedBy("` ").transformedBy(ExpressionBuilder.columnNamesWithPrefix("? ")).of(keyColumns`nonKeyColumns);" is 129.,162
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,OracleDatabaseDialect,buildUpsertQueryStatement,Long Statement,The length of the statement "builder.appendList().delimitedBy("`").transformedBy(ExpressionBuilder.columnNamesWithPrefix("incoming.")).of(nonKeyColumns`keyColumns);" is 135.,162
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,OracleDatabaseDialect,sanitizedUrl,Long Statement,The length of the statement "return super.sanitizedUrl(url).replaceAll("(:thin:[^/]*)/([^@]*)@"`"$1/****@").replaceAll("(:oci[^:]*:[^/]*)/([^@]*)@"`"$1/****@");" is 131.,212
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,DerbyDatabaseDialect,getSqlType,Complex Method,Cyclomatic complexity of the method is 15,73
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,DerbyDatabaseDialect,getSqlType,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@66ad7678,73
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,DerbyDatabaseDialect,getSqlType,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@53a10e13,73
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,DerbyDatabaseDialect,buildUpsertQueryStatement,Long Statement,The length of the statement "builder.appendList().delimitedBy("` ").transformedBy(ExpressionBuilder.placeholderInsteadOfColumnNames("?")).of(keyColumns`nonKeyColumns);" is 138.,113
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,DerbyDatabaseDialect,buildUpsertQueryStatement,Long Statement,The length of the statement "builder.appendList().delimitedBy("`").transformedBy(ExpressionBuilder.columnNamesWithPrefix("DAT.")).of(nonKeyColumns`keyColumns);" is 130.,113
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialect,addFieldToSchema,Magic Number,The method contains a magic number: 8,104
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialect,addFieldToSchema,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@52e7c4a1,104
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialect,createColumnConverter,Magic Number,The method contains a magic number: 8,157
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialect,createColumnConverter,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@341a50c0,157
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialect,getSqlTypeFromSchema,Complex Method,Cyclomatic complexity of the method is 16,210
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialect,getSqlTypeFromSchema,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@3989ee8d,210
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialect,getSqlTypeFromSchema,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@6283ae39,210
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialect,bindPrimitiveArray,Long Identifier,The length of the field SUPPORTED_ARRAY_VALUE_TYPES_TO_JAVA is 35.,290
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialect,buildInsertStatement,Long Statement,The length of the statement "return expressionBuilder().append("INSERT INTO ").append(table).append("(").appendList().delimitedBy("`").transformedBy(ExpressionBuilder.columnNames()).of(keyColumns`nonKeyColumns).append(") VALUES(").appendList().delimitedBy("`").transformedBy(transformColumn(tableDefinition)).of(keyColumns`nonKeyColumns).append(")").toString();" is 332.,323
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialect,buildUpdateStatement,Long Statement,The length of the statement "builder.append("UPDATE ").append(table).append(" SET ").appendList().delimitedBy("`").transformedBy(columnTransform).of(nonKeyColumns);" is 135.,345
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,PostgreSqlDatabaseDialect,buildUpsertQueryStatement,Long Statement,The length of the statement "builder.append("INSERT INTO ").append(table).append(" (").appendList().delimitedBy("`").transformedBy(ExpressionBuilder.columnNames()).of(keyColumns`nonKeyColumns).append(") VALUES (").appendList().delimitedBy("`").transformedBy(transformColumn(tableDefinition)).of(keyColumns`nonKeyColumns).append(") ON CONFLICT (").appendList().delimitedBy("`").transformedBy(ExpressionBuilder.columnNames()).of(keyColumns);" is 410.,374
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,MySqlDatabaseDialect,getSqlType,Complex Method,Cyclomatic complexity of the method is 15,85
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,MySqlDatabaseDialect,getSqlType,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@eadbc04,85
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,MySqlDatabaseDialect,getSqlType,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@68577141,85
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,MySqlDatabaseDialect,sanitizedUrl,Long Statement,The length of the statement "return super.sanitizedUrl(url).replaceAll("(?i)([(`]password=)[^`)]*"`"$1****").replaceAll("(://[^:]*:)([^@]*)@"`"$1****@");" is 124.,167
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,Db2DatabaseDialect,getSqlType,Complex Method,Cyclomatic complexity of the method is 15,73
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,Db2DatabaseDialect,getSqlType,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@1edc0740,73
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,Db2DatabaseDialect,getSqlType,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@61d190c4,73
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,Db2DatabaseDialect,buildUpsertQueryStatement,Long Statement,The length of the statement "builder.appendList().delimitedBy("` ").transformedBy(ExpressionBuilder.placeholderInsteadOfColumnNames("?")).of(keyColumns`nonKeyColumns);" is 138.,113
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,Db2DatabaseDialect,buildUpsertQueryStatement,Long Statement,The length of the statement "builder.appendList().delimitedBy("`").transformedBy(ExpressionBuilder.columnNamesWithPrefix("DAT.")).of(nonKeyColumns`keyColumns);" is 130.,113
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,DatabaseDialects,create,Long Statement,The length of the statement "throw new ConnectException("Unable to find dialect with name '" + dialectName + "' in the available dialects: "+ dialectNames);" is 127.,140
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,DatabaseDialects,extractJdbcUrlInfo,Magic Number,The method contains a magic number: 2,173
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SapHanaDatabaseDialect,getSqlType,Complex Method,Cyclomatic complexity of the method is 16,70
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SapHanaDatabaseDialect,getSqlType,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@2ff5d66,70
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SapHanaDatabaseDialect,getSqlType,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@51f1e901,70
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialect,getSqlType,Complex Method,Cyclomatic complexity of the method is 17,89
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialect,getSqlType,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@2fe90278,89
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialect,getSqlType,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@42d3f0f1,89
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialect,maybeBindPrimitive,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@3abf91a0,141
